ID_PARTIDA,ID_SET,TIMEA,TIMEB,ATAQUE_A,SAQUE_A,BLOQUEIO_A,RECEPCAO_A,LEVANTAMENTO_A,DEFESA_A,ATAQUE_B,SAQUE_B,BLOQUEIO_B,RECEPCAO_B,LEVANTAMENTO_B,DEFESA_B,FASE_FINAL,VENCEU_SET_A_ANTERIOR,VENCEU_SET_B_ANTERIOR,VENCEU_SET_A,VENCEU_SET_B
11901,4,Italy,USA,30.436086956521738,-12.500625,-40.0,-0.0009523809523814396,12.503333333333336,5.882352941176471,58.33416666666667,0.0012000000000011823,-18.75,15.386923076923077,24.0028,56.24875,False,True,False,False,True
11902,1,Korea,Russia,13.886666666666665,8.332916666666668,-33.333333333333336,27.778888888888886,13.153684210526315,65.51655172413793,33.33261904761905,-20.833333333333332,-5.26421052631579,13.044347826086955,12.50075,51.85074074074074,False,,,False,True
11902,2,Korea,Russia,19.353870967741937,-11.764705882352942,-20.0,21.74086956521739,-5.555277777777778,59.999,27.77722222222222,-8.0008,-16.665833333333335,33.332,14.706470588235293,60.715357142857144,False,False,True,False,True
11902,3,Korea,Russia,-3.571785714285715,11.11111111111111,-33.333333333333336,13.637272727272727,3.446206896551724,31.819090909090907,34.48206896551724,0.0,20.0,-11.764705882352942,9.997333333333332,84.21105263157895,False,False,True,False,True
11903,1,Germany,Thailand,20.513076923076923,-3.847692307692308,7.6899999999999995,31.818181818181817,8.108108108108109,50.0,16.668055555555554,-4.16625,7.6923076923076925,9.089545454545455,5.554166666666667,61.53807692307692,False,,,True,False
11903,2,Germany,Thailand,38.711290322580645,-14.284761904761906,-28.571428571428573,34.78173913043479,18.183939393939397,20.0,40.54135135135135,-7.9996,-54.54545454545455,22.223333333333333,5.5575,47.82739130434783,False,True,False,False,True
11903,3,Germany,Thailand,27.776666666666664,-13.637272727272727,-18.74875,21.740434782608695,16.217567567567567,52.17434782608696,29.269024390243903,0.0012500000000006395,-12.5,21.053684210526313,7.14,60.0,False,False,True,False,True
11903,4,Germany,Thailand,15.625,-18.74875,-50.0,18.18136363636364,9.673548387096774,42.857619047619046,39.28642857142857,-8.0008,-37.50125,25.0,10.0,76.19,False,False,True,False,True
11904,1,Japan,Türkiye,39.284642857142856,8.334583333333335,16.666666666666668,33.333333333333336,14.28857142857143,47.61761904761905,26.92269230769231,-5.5566666666666675,-26.667333333333332,17.39217391304348,29.62740740740741,53.333999999999996,False,,,True,False
11904,2,Japan,Türkiye,18.605116279069765,4.0012,-16.665555555555557,6.666666666666667,9.525,75.6745945945946,22.5,-19.9995,-4.168333333333334,25.001666666666665,12.5035,25.925925925925927,False,True,False,True,False
11904,3,Japan,Türkiye,13.515405405405405,-5.882352941176471,-16.666666666666668,36.36318181818182,11.427428571428571,56.52086956521739,43.75,-8.0,-31.249375,43.75,33.333333333333336,68.18045454545455,False,True,False,False,True
11904,4,Japan,Türkiye,29.41,-12.0008,0.0,37.49875,18.183030303030304,54.54409090909091,8.570000000000002,-10.526315789473685,-50.0,27.27227272727273,30.55222222222222,54.54409090909091,False,False,True,True,False
11905,1,Belgium,USA,-9.999666666666666,-10.0,-49.999,10.52842105263158,6.451612903225806,42.85809523809524,47.057647058823534,-16.665416666666665,8.333333333333334,44.446666666666665,24.242727272727272,88.00040000000001,False,,,False,True
11905,2,Belgium,USA,18.18227272727273,8.3325,-36.36454545454546,16.666666666666668,8.694782608695652,7.141428571428571,58.62275862068965,-30.76846153846154,-33.333333333333336,43.4808695652174,23.333666666666666,38.46153846153846,False,False,True,False,True
11905,3,Belgium,USA,11.905952380952382,-9.523809523809524,-5.882352941176471,13.639090909090909,9.755853658536585,44.82793103448276,24.442666666666668,-4.16625,-11.764117647058825,22.22222222222222,4.344565217391304,69.69727272727273,False,False,True,False,True
11906,1,China,Netherlands,40.62375,0.0,0.0,39.999,3.336,68.75,6.450645161290321,-16.665833333333335,-20.0,17.391304347826086,3.3333333333333335,0.0,False,,,True,False
11906,2,China,Netherlands,31.81840909090909,4.166666666666667,-20.0,26.31421052631579,11.364545454545455,56.250625,25.714,5.2631578947368425,-45.45363636363636,33.333333333333336,5.714285714285714,31.249375,False,True,False,True,False
