,game_id,team,set_nr,action,player_nr,player_name,position,digs,errors,total,efficiency
84507,19100,Japan,3,dig,2,Hayashi ,OH,1,0,2,
84508,19100,Japan,3,dig,4,Ishikawa ,OH,1,0,3,
84509,19100,Japan,3,dig,8,Kojima ,L,1,0,3,
84510,19100,Japan,3,dig,1,Iwasaki ,S,0,0,0,
84511,19100,Japan,3,dig,6,Seki ,S,0,0,3,
84512,19100,Japan,3,dig,10,Inoue ,OH,0,1,1,
84513,19100,Japan,3,dig,15,Airi ,MB,0,1,1,
84514,19100,Japan,3,dig,20,Araki ,MB,0,0,0,
84515,19100,Japan,3,dig,21,Wada ,OH,0,0,0,
84517,19100,Kenya,1,dig,13,Juliana ,OH,2,1,4,
84518,19100,Kenya,1,dig,16,Kundu ,L,2,2,4,
84519,19100,Kenya,1,dig,1,Mutinda ,S,1,0,4,
84520,19100,Kenya,1,dig,2,Adhiambo ,OH,1,1,2,
84521,19100,Kenya,1,dig,8,Trizah (C),MB,1,0,1,
84522,19100,Kenya,1,dig,3,Pamella ,O,0,3,3,
84523,19100,Kenya,1,dig,4,Kasaya ,OH,0,0,0,
84524,19100,Kenya,1,dig,6,Belinda ,MB,0,1,2,
84525,19100,Kenya,1,dig,7,Emma ,S,0,0,0,
84526,19100,Kenya,1,dig,11,Simiyu ,O,0,0,0,
84527,19100,Kenya,1,dig,15,Lorine ,MB,0,0,0,
84528,19100,Kenya,1,dig,19,Wisah ,MB,0,0,0,
84530,19100,Kenya,2,dig,2,Adhiambo ,OH,1,2,5,
84531,19100,Kenya,2,dig,13,Juliana ,OH,1,3,4,
84532,19100,Kenya,2,dig,16,Kundu ,L,1,5,8,
84533,19100,Kenya,2,dig,1,Mutinda ,S,0,1,2,
84534,19100,Kenya,2,dig,3,Pamella ,O,0,0,0,
84535,19100,Kenya,2,dig,4,Kasaya ,OH,0,0,0,
84536,19100,Kenya,2,dig,6,Belinda ,MB,0,0,0,
84537,19100,Kenya,2,dig,7,Emma ,S,0,0,0,
84538,19100,Kenya,2,dig,8,Trizah (C),MB,0,1,1,
84539,19100,Kenya,2,dig,11,Simiyu ,O,0,0,0,
84540,19100,Kenya,2,dig,15,Lorine ,MB,0,0,0,
84541,19100,Kenya,2,dig,19,Wisah ,MB,0,0,0,
84543,19100,Kenya,3,dig,4,Kasaya ,OH,3,1,5,
84544,19100,Kenya,3,dig,11,Simiyu ,O,3,1,4,
84545,19100,Kenya,3,dig,1,Mutinda ,S,1,1,2,
84546,19100,Kenya,3,dig,2,Adhiambo ,OH,1,0,2,
84547,19100,Kenya,3,dig,7,Emma ,S,1,0,1,
84548,19100,Kenya,3,dig,8,Trizah (C),MB,1,0,1,
84549,19100,Kenya,3,dig,16,Kundu ,L,1,2,4,
84550,19100,Kenya,3,dig,3,Pamella ,O,0,0,0,
84551,19100,Kenya,3,dig,6,Belinda ,MB,0,0,0,
84552,19100,Kenya,3,dig,13,Juliana ,OH,0,0,0,
84553,19100,Kenya,3,dig,15,Lorine ,MB,0,0,0,
84554,19100,Kenya,3,dig,19,Wisah ,MB,0,0,0,
84556,19101,Italy,1,dig,6,De Gennaro ,L,7,0,8,
84557,19101,Italy,1,dig,8,Orro ,S,4,1,5,
84558,19101,Italy,1,dig,9,Bosetti ,OH,3,0,3,
84559,19101,Italy,1,dig,17,Sylla ,OH,2,1,3,
84560,19101,Italy,1,dig,1,Lubian ,MB,0,0,0,
84561,19101,Italy,1,dig,3,Cambi ,S,0,0,0,
84562,19101,Italy,1,dig,5,Spirito ,L,0,0,0,
84563,19101,Italy,1,dig,11,Danesi (C),MB,0,0,0,
84564,19101,Italy,1,dig,18,Egonu ,O,0,1,1,
84565,19101,Italy,1,dig,19,Fahr ,MB,0,0,0,
84566,19101,Italy,1,dig,24,Antropova ,O,0,2,2,
84567,19101,Italy,1,dig,27,Giovannini ,OH,0,0,0,
84569,19101,Italy,2,dig,6,De Gennaro ,L,8,3,12,
84570,19101,Italy,2,dig,17,Sylla ,OH,4,0,5,
84571,19101,Italy,2,dig,18,Egonu ,O,4,1,6,
84572,19101,Italy,2,dig,9,Bosetti ,OH,1,2,3,
84573,19101,Italy,2,dig,11,Danesi (C),MB,1,0,1,
84574,19101,Italy,2,dig,1,Lubian ,MB,0,0,0,
84575,19101,Italy,2,dig,3,Cambi ,S,0,0,0,
84576,19101,Italy,2,dig,5,Spirito ,L,0,0,0,
84577,19101,Italy,2,dig,8,Orro ,S,0,4,4,
84578,19101,Italy,2,dig,19,Fahr ,MB,0,0,2,
84579,19101,Italy,2,dig,24,Antropova ,O,0,0,0,
84580,19101,Italy,2,dig,27,Giovannini ,OH,0,0,0,
84582,19101,Italy,3,dig,9,Bosetti ,OH,4,1,5,
84583,19101,Italy,3,dig,6,De Gennaro ,L,1,2,3,
84584,19101,Italy,3,dig,8,Orro ,S,1,1,2,
84585,19101,Italy,3,dig,17,Sylla ,OH,1,1,2,
84586,19101,Italy,3,dig,18,Egonu ,O,1,1,2,
84587,19101,Italy,3,dig,24,Antropova ,O,1,0,1,
84588,19101,Italy,3,dig,1,Lubian ,MB,0,0,0,
84589,19101,Italy,3,dig,3,Cambi ,S,0,0,0,
84590,19101,Italy,3,dig,5,Spirito ,L,0,0,0,
84591,19101,Italy,3,dig,11,Danesi (C),MB,0,1,1,
84592,19101,Italy,3,dig,19,Fahr ,MB,0,1,1,
84593,19101,Italy,3,dig,27,Giovannini ,OH,0,0,0,
84595,19101,Türkiye,1,dig,1,Örge ,L,3,1,4,
84596,19101,Türkiye,1,dig,4,Vargas ,O,2,1,4,
84597,19101,Türkiye,1,dig,7,Baladın ,OH,2,1,4,
84598,19101,Türkiye,1,dig,3,Özbay ,S,1,0,1,
84599,19101,Türkiye,1,dig,12,E. Şahin ,S,1,1,2,
84600,19101,Türkiye,1,dig,9,Diken ,OH,0,1,1,
84601,19101,Türkiye,1,dig,11,Cebecioğlu ,OH,0,0,0,
84602,19101,Türkiye,1,dig,14,Erdem (C),MB,0,0,0,
84603,19101,Türkiye,1,dig,18,Güneş ,MB,0,1,1,
84604,19101,Türkiye,1,dig,19,Kalaç ,MB,0,0,0,
84605,19101,Türkiye,1,dig,22,Aydın ,OH,0,1,1,
84606,19101,Türkiye,1,dig,99,Karakurt ,OH,0,0,1,
84608,19101,Türkiye,2,dig,22,Aydın ,OH,4,3,7,
84609,19101,Türkiye,2,dig,1,Örge ,L,3,1,6,
84610,19101,Türkiye,2,dig,4,Vargas ,O,2,5,7,
84611,19101,Türkiye,2,dig,14,Erdem (C),MB,2,1,3,
84612,19101,Türkiye,2,dig,3,Özbay ,S,1,0,3,
84613,19101,Türkiye,2,dig,7,Baladın ,OH,1,1,4,
84614,19101,Türkiye,2,dig,12,E. Şahin ,S,1,1,2,
84615,19101,Türkiye,2,dig,9,Diken ,OH,0,0,0,
84616,19101,Türkiye,2,dig,11,Cebecioğlu ,OH,0,0,0,
84617,19101,Türkiye,2,dig,18,Güneş ,MB,0,1,1,
84618,19101,Türkiye,2,dig,19,Kalaç ,MB,0,0,0,
84619,19101,Türkiye,2,dig,99,Karakurt ,OH,0,0,0,
84621,19101,Türkiye,3,dig,1,Örge ,L,4,2,6,
84622,19101,Türkiye,3,dig,4,Vargas ,O,3,0,3,
84623,19101,Türkiye,3,dig,7,Baladın ,OH,2,5,8,
84624,19101,Türkiye,3,dig,3,Özbay ,S,0,0,0,
84625,19101,Türkiye,3,dig,9,Diken ,OH,0,0,0,
84626,19101,Türkiye,3,dig,11,Cebecioğlu ,OH,0,1,1,
84627,19101,Türkiye,3,dig,12,E. Şahin ,S,0,0,0,
84628,19101,Türkiye,3,dig,14,Erdem (C),MB,0,0,0,
84629,19101,Türkiye,3,dig,18,Güneş ,MB,0,0,0,
84630,19101,Türkiye,3,dig,19,Kalaç ,MB,0,0,0,
84631,19101,Türkiye,3,dig,22,Aydın ,OH,0,0,0,
84632,19101,Türkiye,3,dig,99,Karakurt ,OH,0,0,0,
84634,19102,France,1,dig,3,Giardino ,L,7,3,10,
84635,19102,France,1,dig,1,Cazaute (C),OH,5,2,7,
84636,19102,France,1,dig,9,Stojiljkovic ,S,3,2,5,
84637,19102,France,1,dig,11,Gicquel ,O,2,0,3,
84638,19102,France,1,dig,91,Bah ,OH,2,4,7,
84639,19102,France,1,dig,15,Sylves ,MB,1,0,2,
84640,19102,France,1,dig,4,Bauer ,MB,0,0,0,
84641,19102,France,1,dig,7,Ndiaye ,O,0,0,0,
84642,19102,France,1,dig,23,Olinga Andela ,MB,0,0,0,
84643,19102,France,1,dig,63,Respaut ,S,0,0,0,
84644,19102,France,1,dig,88,Rotar ,O,0,0,0,
84645,19102,France,1,dig,99,Gelin ,L,0,0,0,
84647,19102,France,2,dig,3,Giardino ,L,5,3,8,
84648,19102,France,2,dig,1,Cazaute (C),OH,4,3,8,
84649,19102,France,2,dig,9,Stojiljkovic ,S,2,1,3,
84650,19102,France,2,dig,11,Gicquel ,O,2,3,5,
84651,19102,France,2,dig,15,Sylves ,MB,2,0,2,
84652,19102,France,2,dig,7,Ndiaye ,O,1,0,1,
84653,19102,France,2,dig,23,Olinga Andela ,MB,1,1,2,
84654,19102,France,2,dig,4,Bauer ,MB,0,0,0,
84655,19102,France,2,dig,63,Respaut ,S,0,0,0,
84656,19102,France,2,dig,88,Rotar ,O,0,0,0,
84657,19102,France,2,dig,91,Bah ,OH,0,0,0,
84658,19102,France,2,dig,99,Gelin ,L,0,0,0,
84660,19102,France,3,dig,3,Giardino ,L,5,0,6,
84661,19102,France,3,dig,1,Cazaute (C),OH,3,4,7,
84662,19102,France,3,dig,9,Stojiljkovic ,S,3,3,6,
84663,19102,France,3,dig,4,Bauer ,MB,0,0,0,
84664,19102,France,3,dig,7,Ndiaye ,O,0,1,4,
84665,19102,France,3,dig,11,Gicquel ,O,0,1,2,
84666,19102,France,3,dig,15,Sylves ,MB,0,0,1,
84667,19102,France,3,dig,23,Olinga Andela ,MB,0,0,0,
84668,19102,France,3,dig,63,Respaut ,S,0,0,0,
84669,19102,France,3,dig,88,Rotar ,O,0,0,0,
84670,19102,France,3,dig,91,Bah ,OH,0,0,1,
84671,19102,France,3,dig,99,Gelin ,L,0,1,1,
84673,19102,USA,1,dig,11,Drews ,O,7,0,7,
84674,19102,USA,1,dig,22,Plummer ,OH,4,1,5,
84675,19102,USA,1,dig,2,Poulter (C),S,3,2,5,
84676,19102,USA,1,dig,3,A. Skinner ,OH,3,0,3,
84677,19102,USA,1,dig,15,Washington ,MB,2,0,2,
84678,19102,USA,1,dig,4,Wong-Orantes ,L,1,3,5,
84679,19102,USA,1,dig,1,Hancock ,S,0,1,1,
84680,19102,USA,1,dig,10,Larson ,OH,0,0,0,
84681,19102,USA,1,dig,12,Thompson ,O,0,0,0,
84682,19102,USA,1,dig,16,Rettke ,MB,0,0,0,
84683,19102,USA,1,dig,23,Cook ,OH,0,0,0,
84684,19102,USA,1,dig,24,Ogbogu ,MB,0,0,0,
84686,19102,USA,2,dig,11,Drews ,O,6,0,7,
84687,19102,USA,2,dig,3,A. Skinner ,OH,3,1,4,
84688,19102,USA,2,dig,4,Wong-Orantes ,L,2,1,5,
84689,19102,USA,2,dig,22,Plummer ,OH,1,0,1,
84690,19102,USA,2,dig,1,Hancock ,S,0,0,0,
84691,19102,USA,2,dig,2,Poulter (C),S,0,1,2,
84692,19102,USA,2,dig,10,Larson ,OH,0,1,1,
84693,19102,USA,2,dig,12,Thompson ,O,0,0,1,
84694,19102,USA,2,dig,15,Washington ,MB,0,0,0,
84695,19102,USA,2,dig,16,Rettke ,MB,0,0,0,
84696,19102,USA,2,dig,23,Cook ,OH,0,0,0,
84697,19102,USA,2,dig,24,Ogbogu ,MB,0,0,0,
84699,19102,USA,3,dig,4,Wong-Orantes ,L,7,1,8,
84700,19102,USA,3,dig,2,Poulter (C),S,4,2,7,
84701,19102,USA,3,dig,10,Larson ,OH,2,0,2,
84702,19102,USA,3,dig,11,Drews ,O,2,0,2,
84703,19102,USA,3,dig,23,Cook ,OH,2,0,3,
84704,19102,USA,3,dig,1,Hancock ,S,0,0,0,
84705,19102,USA,3,dig,3,A. Skinner ,OH,0,0,0,
84706,19102,USA,3,dig,12,Thompson ,O,0,0,0,
84707,19102,USA,3,dig,15,Washington ,MB,0,0,0,
84708,19102,USA,3,dig,16,Rettke ,MB,0,0,0,
84709,19102,USA,3,dig,22,Plummer ,OH,0,0,0,
84710,19102,USA,3,dig,24,Ogbogu ,MB,0,0,1,
84712,19103,China,1,dig,6,Gong X.Y. ,O,6,2,8,
84713,19103,China,1,dig,3,Diao L.Y. ,S,5,1,6,
84714,19103,China,1,dig,1,Yuan X.Y. (C),MB,3,1,4,
84715,19103,China,1,dig,18,Wang M.J. ,L,3,2,5,
84716,19103,China,1,dig,12,Li Y.Y. ,OH,1,1,4,
84717,19103,China,1,dig,2,Zhu T. ,OH,0,0,0,
84718,19103,China,1,dig,5,Gao Y. ,MB,0,0,0,
84719,19103,China,1,dig,7,Wang Y.Y. ,MB,0,0,1,
84720,19103,China,1,dig,9,Zhang C.N. ,OH,0,0,0,
84721,19103,China,1,dig,14,Zheng Y.X. ,O,0,0,0,
84722,19103,China,1,dig,16,Ding X. ,S,0,0,0,
84723,19103,China,1,dig,21,Wu M.J. ,OH,0,0,0,
84725,19103,China,2,dig,12,Li Y.Y. ,OH,2,1,3,
84726,19103,China,2,dig,3,Diao L.Y. ,S,1,2,4,
84727,19103,China,2,dig,6,Gong X.Y. ,O,1,0,2,
84728,19103,China,2,dig,18,Wang M.J. ,L,1,3,6,
84729,19103,China,2,dig,1,Yuan X.Y. (C),MB,0,0,0,
84730,19103,China,2,dig,2,Zhu T. ,OH,0,0,1,
84731,19103,China,2,dig,5,Gao Y. ,MB,0,0,0,
84732,19103,China,2,dig,7,Wang Y.Y. ,MB,0,0,0,
84733,19103,China,2,dig,9,Zhang C.N. ,OH,0,0,0,
84734,19103,China,2,dig,14,Zheng Y.X. ,O,0,0,0,
84735,19103,China,2,dig,16,Ding X. ,S,0,0,0,
84736,19103,China,2,dig,21,Wu M.J. ,OH,0,0,0,
84738,19103,China,3,dig,12,Li Y.Y. ,OH,3,0,3,
84739,19103,China,3,dig,18,Wang M.J. ,L,3,0,4,
84740,19103,China,3,dig,21,Wu M.J. ,OH,3,0,3,
84741,19103,China,3,dig,6,Gong X.Y. ,O,2,2,4,
84742,19103,China,3,dig,1,Yuan X.Y. (C),MB,1,0,1,
84743,19103,China,3,dig,2,Zhu T. ,OH,1,1,2,
84744,19103,China,3,dig,7,Wang Y.Y. ,MB,1,0,1,
84745,19103,China,3,dig,3,Diao L.Y. ,S,0,0,0,
84746,19103,China,3,dig,5,Gao Y. ,MB,0,0,0,
84747,19103,China,3,dig,9,Zhang C.N. ,OH,0,0,0,
84748,19103,China,3,dig,14,Zheng Y.X. ,O,0,0,0,
84749,19103,China,3,dig,16,Ding X. ,S,0,0,0,
84751,19103,China,4,dig,6,Gong X.Y. ,O,5,1,9,
84752,19103,China,4,dig,18,Wang M.J. ,L,4,0,5,
84753,19103,China,4,dig,12,Li Y.Y. ,OH,2,1,4,
84754,19103,China,4,dig,21,Wu M.J. ,OH,1,1,3,
84755,19103,China,4,dig,1,Yuan X.Y. (C),MB,0,0,1,
84756,19103,China,4,dig,2,Zhu T. ,OH,0,0,0,
84757,19103,China,4,dig,3,Diao L.Y. ,S,0,2,6,
84758,19103,China,4,dig,5,Gao Y. ,MB,0,0,0,
84759,19103,China,4,dig,7,Wang Y.Y. ,MB,0,0,0,
84760,19103,China,4,dig,9,Zhang C.N. ,OH,0,0,0,
84761,19103,China,4,dig,14,Zheng Y.X. ,O,0,0,0,
84762,19103,China,4,dig,16,Ding X. ,S,0,1,1,
84764,19103,Serbia,1,dig,17,Popović S. ,L,4,2,7,
84765,19103,Serbia,1,dig,1,RISTIČEVIĆ ,OH,2,0,2,
84766,19103,Serbia,1,dig,9,Uzelac ,OH,1,1,2,
84767,19103,Serbia,1,dig,10,Ognjenović (C),S,1,0,2,
84768,19103,Serbia,1,dig,15,Stevanović ,MB,1,0,1,
84769,19103,Serbia,1,dig,18,Bošković ,O,1,1,3,
84770,19103,Serbia,1,dig,2,Dangubić ,OH,0,0,0,
84771,19103,Serbia,1,dig,4,Drča ,S,0,0,0,
84772,19103,Serbia,1,dig,5,Popović M. ,MB,0,0,0,
84773,19103,Serbia,1,dig,14,Aleksić ,MB,0,0,3,
84774,19103,Serbia,1,dig,19,Milenković ,OH,0,0,1,
84775,19103,Serbia,1,dig,22,Lozo ,O,0,0,0,
84777,19103,Serbia,2,dig,1,RISTIČEVIĆ ,OH,3,3,6,
84778,19103,Serbia,2,dig,9,Uzelac ,OH,3,0,3,
84779,19103,Serbia,2,dig,10,Ognjenović (C),S,1,0,1,
84780,19103,Serbia,2,dig,17,Popović S. ,L,1,0,1,
84781,19103,Serbia,2,dig,18,Bošković ,O,1,0,1,
84782,19103,Serbia,2,dig,19,Milenković ,OH,1,0,1,
84783,19103,Serbia,2,dig,2,Dangubić ,OH,0,0,0,
84784,19103,Serbia,2,dig,4,Drča ,S,0,0,0,
84785,19103,Serbia,2,dig,5,Popović M. ,MB,0,0,0,
84786,19103,Serbia,2,dig,14,Aleksić ,MB,0,0,1,
84787,19103,Serbia,2,dig,15,Stevanović ,MB,0,0,0,
84788,19103,Serbia,2,dig,22,Lozo ,O,0,1,1,
84790,19103,Serbia,3,dig,18,Bošković ,O,3,1,5,
84791,19103,Serbia,3,dig,17,Popović S. ,L,2,0,6,
84792,19103,Serbia,3,dig,5,Popović M. ,MB,1,0,2,
84793,19103,Serbia,3,dig,22,Lozo ,O,1,1,4,
84794,19103,Serbia,3,dig,1,RISTIČEVIĆ ,OH,0,2,4,
84795,19103,Serbia,3,dig,2,Dangubić ,OH,0,0,0,
84796,19103,Serbia,3,dig,4,Drča ,S,0,0,1,
84797,19103,Serbia,3,dig,9,Uzelac ,OH,0,0,0,
84798,19103,Serbia,3,dig,10,Ognjenović (C),S,0,2,2,
84799,19103,Serbia,3,dig,14,Aleksić ,MB,0,0,2,
84800,19103,Serbia,3,dig,15,Stevanović ,MB,0,0,0,
84801,19103,Serbia,3,dig,19,Milenković ,OH,0,2,2,
84803,19103,Serbia,4,dig,17,Popović S. ,L,5,4,10,
84804,19103,Serbia,4,dig,2,Dangubić ,OH,3,1,5,
84805,19103,Serbia,4,dig,22,Lozo ,O,3,0,3,
84806,19103,Serbia,4,dig,4,Drča ,S,2,1,3,
84807,19103,Serbia,4,dig,18,Bošković ,O,2,1,3,
84808,19103,Serbia,4,dig,5,Popović M. ,MB,1,0,3,
84809,19103,Serbia,4,dig,14,Aleksić ,MB,1,0,1,
84810,19103,Serbia,4,dig,19,Milenković ,OH,1,0,1,
84811,19103,Serbia,4,dig,1,RISTIČEVIĆ ,OH,0,0,0,
84812,19103,Serbia,4,dig,9,Uzelac ,OH,0,0,0,
84813,19103,Serbia,4,dig,10,Ognjenović (C),S,0,0,0,
84814,19103,Serbia,4,dig,15,Stevanović ,MB,0,0,0,
84816,19104,Brazil,1,dig,1,Nyeme ,L,5,1,6,
84817,19104,Brazil,1,dig,7,Rosamaria ,O,3,1,7,
84818,19104,Brazil,1,dig,9,Roberta ,S,3,2,5,
84819,19104,Brazil,1,dig,12,Ana Cristina ,OH,3,2,5,
84820,19104,Brazil,1,dig,6,Thaisa ,MB,2,0,2,
84821,19104,Brazil,1,dig,10,Gabi (C),OH,2,1,5,
84822,19104,Brazil,1,dig,15,Carol ,MB,1,1,2,
84823,19104,Brazil,1,dig,2,Diana ,MB,0,0,0,
84824,19104,Brazil,1,dig,3,Macris ,S,0,0,0,
84825,19104,Brazil,1,dig,14,Natinha ,L,0,0,0,
84826,19104,Brazil,1,dig,17,Bergmann ,OH,0,0,0,
84827,19104,Brazil,1,dig,19,Tainara ,O,0,0,0,
84829,19104,Brazil,2,dig,1,Nyeme ,L,5,3,12,
84830,19104,Brazil,2,dig,7,Rosamaria ,O,5,3,9,
84831,19104,Brazil,2,dig,10,Gabi (C),OH,5,0,6,
84832,19104,Brazil,2,dig,12,Ana Cristina ,OH,3,0,3,
84833,19104,Brazil,2,dig,17,Bergmann ,OH,3,2,5,
84834,19104,Brazil,2,dig,9,Roberta ,S,2,0,2,
84835,19104,Brazil,2,dig,6,Thaisa ,MB,1,0,1,
84836,19104,Brazil,2,dig,15,Carol ,MB,1,0,1,
84837,19104,Brazil,2,dig,2,Diana ,MB,0,0,0,
84838,19104,Brazil,2,dig,3,Macris ,S,0,0,0,
84839,19104,Brazil,2,dig,14,Natinha ,L,0,0,0,
84840,19104,Brazil,2,dig,19,Tainara ,O,0,0,0,
84842,19104,Brazil,3,dig,1,Nyeme ,L,9,0,9,
84843,19104,Brazil,3,dig,9,Roberta ,S,2,1,3,
84844,19104,Brazil,3,dig,10,Gabi (C),OH,2,0,4,
84845,19104,Brazil,3,dig,12,Ana Cristina ,OH,2,0,2,
84846,19104,Brazil,3,dig,2,Diana ,MB,0,0,0,
84847,19104,Brazil,3,dig,3,Macris ,S,0,0,0,
84848,19104,Brazil,3,dig,6,Thaisa ,MB,0,0,0,
84849,19104,Brazil,3,dig,7,Rosamaria ,O,0,0,0,
84850,19104,Brazil,3,dig,14,Natinha ,L,0,0,0,
84851,19104,Brazil,3,dig,15,Carol ,MB,0,0,0,
84852,19104,Brazil,3,dig,17,Bergmann ,OH,0,0,0,
84853,19104,Brazil,3,dig,19,Tainara ,O,0,0,0,
84855,19104,Poland,1,dig,11,Łukasik ,OH,5,0,7,
84856,19104,Poland,1,dig,9,Stysiak ,O,3,0,3,
84857,19104,Poland,1,dig,12,Szczygłowska ,L,3,0,3,
84858,19104,Poland,1,dig,41,Mędrzyk ,OH,2,0,3,
84859,19104,Poland,1,dig,95,Jurczyk ,MB,2,0,3,
84860,19104,Poland,1,dig,1,Stenzel ,OH,0,0,0,
84861,19104,Poland,1,dig,3,Alagierska ,MB,0,0,0,
84862,19104,Poland,1,dig,5,Korneluk ,MB,0,0,1,
84863,19104,Poland,1,dig,14,Wołosz (C),S,0,3,4,
84864,19104,Poland,1,dig,15,Czyrniańska ,OH,0,1,1,
84865,19104,Poland,1,dig,17,Smarzek ,O,0,0,0,
84866,19104,Poland,1,dig,26,Wenerska ,S,0,0,0,
84868,19104,Poland,2,dig,12,Szczygłowska ,L,5,0,6,
84869,19104,Poland,2,dig,14,Wołosz (C),S,4,2,6,
84870,19104,Poland,2,dig,41,Mędrzyk ,OH,4,0,4,
84871,19104,Poland,2,dig,3,Alagierska ,MB,1,0,1,
84872,19104,Poland,2,dig,9,Stysiak ,O,1,1,3,
84873,19104,Poland,2,dig,11,Łukasik ,OH,1,0,1,
84874,19104,Poland,2,dig,15,Czyrniańska ,OH,1,2,4,
84875,19104,Poland,2,dig,1,Stenzel ,OH,0,0,0,
84876,19104,Poland,2,dig,5,Korneluk ,MB,0,0,0,
84877,19104,Poland,2,dig,17,Smarzek ,O,0,0,0,
84878,19104,Poland,2,dig,26,Wenerska ,S,0,1,2,
84879,19104,Poland,2,dig,95,Jurczyk ,MB,0,0,0,
84881,19104,Poland,3,dig,9,Stysiak ,O,4,0,4,
84882,19104,Poland,3,dig,3,Alagierska ,MB,3,0,4,
84883,19104,Poland,3,dig,5,Korneluk ,MB,1,0,2,
84884,19104,Poland,3,dig,14,Wołosz (C),S,1,0,1,
84885,19104,Poland,3,dig,15,Czyrniańska ,OH,1,0,2,
84886,19104,Poland,3,dig,1,Stenzel ,OH,0,0,0,
84887,19104,Poland,3,dig,11,Łukasik ,OH,0,0,0,
84888,19104,Poland,3,dig,12,Szczygłowska ,L,0,1,1,
84889,19104,Poland,3,dig,17,Smarzek ,O,0,0,0,
84890,19104,Poland,3,dig,26,Wenerska ,S,0,1,1,
84891,19104,Poland,3,dig,41,Mędrzyk ,OH,0,0,3,
84892,19104,Poland,3,dig,95,Jurczyk ,MB,0,0,0,
84894,19105,USA,1,dig,3,A. Skinner ,OH,5,0,5,
84895,19105,USA,1,dig,4,Wong-Orantes ,L,4,0,6,
84896,19105,USA,1,dig,2,Poulter (C),S,3,0,3,
84897,19105,USA,1,dig,7,Carlini ,S,1,1,3,
84898,19105,USA,1,dig,11,Drews ,O,1,0,2,
84899,19105,USA,1,dig,23,Cook ,OH,1,1,2,
84900,19105,USA,1,dig,10,Larson ,OH,0,0,0,
84901,19105,USA,1,dig,12,Thompson ,O,0,0,0,
84902,19105,USA,1,dig,15,Washington ,MB,0,0,0,
84903,19105,USA,1,dig,16,Rettke ,MB,0,0,0,
84904,19105,USA,1,dig,22,Plummer ,OH,0,0,0,
84905,19105,USA,1,dig,24,Ogbogu ,MB,0,0,0,
84907,19105,USA,2,dig,3,A. Skinner ,OH,5,1,6,
84908,19105,USA,2,dig,4,Wong-Orantes ,L,5,0,6,
84909,19105,USA,2,dig,2,Poulter (C),S,4,0,4,
84910,19105,USA,2,dig,11,Drews ,O,3,1,5,
84911,19105,USA,2,dig,22,Plummer ,OH,2,0,2,
84912,19105,USA,2,dig,12,Thompson ,O,1,0,1,
84913,19105,USA,2,dig,7,Carlini ,S,0,0,0,
84914,19105,USA,2,dig,10,Larson ,OH,0,0,0,
84915,19105,USA,2,dig,15,Washington ,MB,0,0,0,
84916,19105,USA,2,dig,16,Rettke ,MB,0,0,0,
84917,19105,USA,2,dig,23,Cook ,OH,0,0,0,
84918,19105,USA,2,dig,24,Ogbogu ,MB,0,0,0,
84920,19105,USA,3,dig,4,Wong-Orantes ,L,5,1,8,
84921,19105,USA,3,dig,11,Drews ,O,3,0,3,
84922,19105,USA,3,dig,22,Plummer ,OH,3,0,4,
84923,19105,USA,3,dig,2,Poulter (C),S,2,0,3,
84924,19105,USA,3,dig,15,Washington ,MB,1,1,2,
84925,19105,USA,3,dig,23,Cook ,OH,1,0,1,
84926,19105,USA,3,dig,3,A. Skinner ,OH,0,0,0,
84927,19105,USA,3,dig,7,Carlini ,S,0,0,0,
84928,19105,USA,3,dig,10,Larson ,OH,0,0,0,
84929,19105,USA,3,dig,12,Thompson ,O,0,0,0,
84930,19105,USA,3,dig,16,Rettke ,MB,0,0,0,
84931,19105,USA,3,dig,24,Ogbogu ,MB,0,0,1,
84933,19105,Poland,1,dig,9,Stysiak ,O,4,0,4,
84934,19105,Poland,1,dig,12,Szczygłowska ,L,3,2,7,
84935,19105,Poland,1,dig,14,Wołosz (C),S,2,1,3,
84936,19105,Poland,1,dig,5,Korneluk ,MB,1,0,1,
84937,19105,Poland,1,dig,11,Łukasik ,OH,1,0,1,
84938,19105,Poland,1,dig,26,Wenerska ,S,1,0,1,
84939,19105,Poland,1,dig,1,Stenzel ,OH,0,0,0,
84940,19105,Poland,1,dig,3,Alagierska ,MB,0,0,0,
84941,19105,Poland,1,dig,15,Czyrniańska ,OH,0,0,0,
84942,19105,Poland,1,dig,17,Smarzek ,O,0,0,0,
84943,19105,Poland,1,dig,41,Mędrzyk ,OH,0,1,1,
84944,19105,Poland,1,dig,95,Jurczyk ,MB,0,0,0,
84946,19105,Poland,2,dig,12,Szczygłowska ,L,3,3,7,
84947,19105,Poland,2,dig,9,Stysiak ,O,2,0,2,
84948,19105,Poland,2,dig,14,Wołosz (C),S,2,2,4,
84949,19105,Poland,2,dig,11,Łukasik ,OH,1,0,3,
84950,19105,Poland,2,dig,1,Stenzel ,OH,0,0,0,
84951,19105,Poland,2,dig,3,Alagierska ,MB,0,0,0,
84952,19105,Poland,2,dig,5,Korneluk ,MB,0,0,0,
84953,19105,Poland,2,dig,15,Czyrniańska ,OH,0,0,0,
84954,19105,Poland,2,dig,17,Smarzek ,O,0,0,0,
84955,19105,Poland,2,dig,26,Wenerska ,S,0,0,0,
84956,19105,Poland,2,dig,41,Mędrzyk ,OH,0,0,0,
